score,id
0.6438105337994673,0
0.6475880675690748,1
0.5619538956063368,2
0.5707737141030409,3
0.605746709622679,4
0.6607677870171644,5
0.5706480079072096,6
0.5826399557965376,7
0.6916940741913893,8
0.49506940773898145,9
0.6989858978169539,10
0.7762836002486326,11
0.5003386371510603,12
0.2733642094510176,13
0.6140332155602553,14
0.5469394855874159,15
0.6690427296536543,16
0.8166820489543059,17
0.7175844245331862,18
0.8113253050225355,19
0.8287100278514006,20
0.6128909223454573,21
0.6922848456280806,22
0.7558403246777632,23
0.5654275648968794,24
0.6414423816578962,25
0.6824639373200514,26
0.5173676245587446,27
0.7222486369984724,28
0.40226759842806836,29
0.6333833866494276,30
0.7194476061242201,31
0.5596417122262098,32
0.4723536007779219,33
0.7443437807934858,34
0.599152915992079,35
0.845920049466429,36
0.606993400372801,37
0.709035568751631,38
0.5797580414193251,39
0.8442325972693541,40
0.4870923393147566,41
0.22000261477404612,42
0.7417830758469679,43
0.2767496340649702,44
0.6142115526574232,45
0.23384835652285593,46
0.475588702477751,47
0.9170579545872786,48
0.8770772152321913,49
0.577166580476103,50
0.46369298628741284,51
0.3901267879384138,52
0.7216987841504194,53
0.7756408237593748,54
1.0240723934231826,55
0.6570973925965407,56
0.8471060924904921,57
0.9384883128779509,58
0.8802582108157255,59
0.697606854953108,60
0.6015885703938582,61
0.4665186636822798,62
0.4885070555585005,63
0.5782193773167708,64
0.822211735762892,65
0.769349300183592,66
0.6129850082772352,67
0.6484434240239241,68
0.7461338870900251,69
0.7272467546837904,70
0.6110856466668226,71
0.5271204941647627,72
0.6414060228245833,73
0.8158348285334684,74
0.8225736998694517,75
0.9068931051271536,76
0.502823912419615,77
0.7428541415112593,78
0.5852115087884047,79
0.6017184787171461,80
0.7100897066968062,81
0.8694457941430189,82
0.8344945096152403,83
0.5319885247128584,84
0.6878931455987074,85
0.6269239418881514,86
0.8245191358702757,87
0.7303129666226484,88
0.6381890111344435,89
0.7442769043820479,90
0.7824362151997664,91
